Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
ERR2641635_bin.58	80.88	25.24	Neural Network (Specific Model)	11	0.884	3941	265.4445953813313	4632874	0.4	5153	1290	37634	None
ERR2641635_bin.6	48.61	0.1	Neural Network (Specific Model)	11	0.88	3973	263.79699842022114	1137727	0.6	1266	310	17398	None
ERR2641635_bin.60	12.36	0.48	Neural Network (Specific Model)	11	0.858	14430	278.3045822102426	719459	0.35	742	92	72107	None
ERR2641635_bin.61	23.69	0.01	Neural Network (Specific Model)	11	0.884	147195	317.82683982683983	995369	0.42	924	12	256112	None
ERR2641635_bin.62	91.03	5.55	Neural Network (Specific Model)	11	0.898	19576	305.92930444697834	2683791	0.37	2631	202	74507	None
ERR2641635_bin.63	79.21	29.72	Neural Network (Specific Model)	11	0.892	24367	317.63125894134475	2982112	0.42	2796	214	73267	None
ERR2641635_bin.64	67.03	3.08	Neural Network (Specific Model)	11	0.882	4602	285.59269507470947	1753382	0.61	1807	434	49933	None
ERR2641635_bin.66	46.12	0.06	Neural Network (Specific Model)	11	0.874	147299	391.56290531776915	1036015	0.6	771	9	409111	None
ERR2641635_bin.67	88.92	10.12	Neural Network (Specific Model)	11	0.863	19813	313.03202736318406	3493901	0.42	3216	275	114554	None
ERR2641635_bin.7	26.83	5.53	Neural Network (Specific Model)	11	0.867	5485	243.81238503985284	1371787	0.35	1631	301	19711	None
ERR2641635_bin.8	5.4	0.0	Neural Network (Specific Model)	11	0.917	48204	294.42857142857144	235576	0.48	245	5	100172	None
ERR2641677_bin.10	69.15	3.64	Neural Network (Specific Model)	11	0.893	8825	304.17831482691054	1562396	0.42	1531	239	30811	None
ERR2641677_bin.11	99.99	14.04	Neural Network (Specific Model)	11	0.908	48459	353.55972771190164	5314384	0.46	4554	198	154289	None
ERR2641677_bin.12	46.47	7.89	Gradient Boost (General Model)	11	0.897	2342	229.23357261181667	1386513	0.61	1811	608	5649	None
ERR2641677_bin.13	84.6	6.3	Gradient Boost (General Model)	11	0.919	8265	308.5625	2284200	0.45	2272	364	45806	None
ERR2641677_bin.14	23.84	0.01	Neural Network (Specific Model)	11	0.816	34834	304.1990740740741	482497	0.47	432	22	120735	None
ERR2641677_bin.15	36.23	0.05	Neural Network (Specific Model)	11	0.887	62804	322.7593052109181	877826	0.47	806	28	134026	None
ERR2641677_bin.17	52.1	0.1	Neural Network (Specific Model)	11	0.906	3713	278.184842883549	994977	0.55	1082	293	10717	None
ERR2641677_bin.18	77.57	1.01	Neural Network (Specific Model)	11	0.904	81483	357.15287694246115	2819325	0.46	2381	62	222974	None
ERR2641677_bin.19	86.43	4.47	Neural Network (Specific Model)	11	0.87	40397	317.28152341739576	2124576	0.59	1943	84	137971	None
ERR2641677_bin.2	22.67	0.0	Neural Network (Specific Model)	11	0.934	3335	329.3488372093023	998935	0.46	946	322	10266	None
ERR2641677_bin.20	100.0	0.17	Gradient Boost (General Model)	11	0.892	13424	286.37302020753685	1760021	0.49	1831	169	43596	None
ERR2641677_bin.22	87.79	0.13	Neural Network (Specific Model)	11	0.903	86896	377.5604770017036	2940719	0.59	2348	53	297024	None
ERR2641677_bin.23	85.45	1.52	Neural Network (Specific Model)	11	0.904	33008	363.7072843235985	3592521	0.46	2979	161	152239	None
ERR2641677_bin.24	61.27	12.33	Gradient Boost (General Model)	11	0.898	2782	253.2955118507312	1675012	0.6	1983	615	11505	None
ERR2641677_bin.25	12.59	0.04	Neural Network (Specific Model)	11	0.928	2917	333.29905437352244	909968	0.42	846	323	8821	None
ERR2641677_bin.27	46.92	0.35	Neural Network (Specific Model)	11	0.873	3957	278.63721264367814	1330363	0.5	1392	363	23463	None
ERR2641677_bin.30	63.06	6.87	Gradient Boost (General Model)	11	0.907	2455	250.40478971962617	1413524	0.63	1712	571	7865	None
ERR2641677_bin.32	52.31	0.05	Neural Network (Specific Model)	11	0.919	3415	302.59141033081835	1699374	0.61	1723	539	10434	None
ERR2641677_bin.36	95.3	1.1	Neural Network (Specific Model)	11	0.874	69509	341.93234421364986	1975838	0.6	1685	40	187497	None
ERR2641677_bin.37	40.14	0.03	Gradient Boost (General Model)	11	0.908	10161	307.9799789251844	963925	0.47	949	130	30464	None
ERR2641677_bin.39	82.24	0.72	Neural Network (Specific Model)	11	0.9	15866	314.31474103585657	2363107	0.42	2259	219	56386	None
ERR2641677_bin.41	5.61	0.0	Neural Network (Specific Model)	11	0.923	13058	381.80616740088107	281596	0.48	227	39	28222	None
ERR2641677_bin.43	100.0	1.33	Gradient Boost (General Model)	11	0.881	157570	316.7911360163016	2115851	0.41	1963	23	306547	None
ERR2641677_bin.45	92.97	1.22	Neural Network (Specific Model)	11	0.898	24877	296.3275421563618	1933280	0.34	1957	126	56407	None
ERR2641677_bin.46	78.78	1.03	Gradient Boost (General Model)	11	0.89	14864	303.57466063348414	1806585	0.62	1768	161	52404	None
ERR2641677_bin.47	84.49	1.92	Neural Network (Specific Model)	11	0.884	14426	302.794921875	2100379	0.49	2048	210	107027	None
ERR2641677_bin.48	100.0	1.15	Gradient Boost (General Model)	11	0.898	53922	337.94353139485884	2675983	0.44	2373	78	165917	None
ERR2641677_bin.49	11.51	0.11	Neural Network (Specific Model)	11	0.825	48620	238.5525727069351	387049	0.41	447	17	71847	None
ERR2641677_bin.5	91.47	36.54	Neural Network (Specific Model)	11	0.886	43968	323.6813353566009	3603177	0.42	3295	111	147318	None
ERR2641677_bin.50	88.13	1.36	Neural Network (Specific Model)	11	0.903	67453	319.4228893058161	2821236	0.44	2665	70	217242	None
ERR2641677_bin.51	50.63	0.58	Neural Network (Specific Model)	11	0.935	2768	259.3649635036496	1022814	0.36	1233	374	9896	None
ERR2641677_bin.52	83.87	0.97	Neural Network (Specific Model)	11	0.909	9739	304.05211885046276	2056845	0.38	2053	305	29201	None
ERR2641677_bin.53	20.03	0.0	Neural Network (Specific Model)	11	0.886	252115	326.2397094430993	455341	0.46	413	6	252115	None
ERR2641677_bin.54	84.89	0.01	Neural Network (Specific Model)	11	0.895	47763	346.735278791037	2225434	0.42	1919	72	286436	None
ERR2641677_bin.55	59.41	0.88	Gradient Boost (General Model)	11	0.908	7081	272.64701318851826	1159189	0.42	1289	209	27793	None
ERR2641677_bin.56	99.63	5.36	Neural Network (Specific Model)	11	0.898	52032	363.99008138351985	4777263	0.42	3932	154	195108	None
ERR2641677_bin.57	87.83	0.69	Neural Network (Specific Model)	11	0.899	61823	318.1467684021544	2361539	0.41	2228	68	131051	None
ERR2641677_bin.6	8.93	0.02	Neural Network (Specific Model)	11	0.867	8992	283.4815950920245	319301	0.34	326	39	41833	None
ERR2641677_bin.60	97.1	0.41	Neural Network (Specific Model)	11	0.896	73784	332.94470962609387	2797801	0.47	2514	72	182453	None
ERR2641677_bin.64	61.09	0.74	Neural Network (Specific Model)	11	0.911	3803	305.99915789473687	2390801	0.44	2375	679	13184	None
ERR2641677_bin.65	9.55	0.24	Neural Network (Specific Model)	11	0.863	6736	242.65801886792454	356447	0.52	424	65	29289	None
ERR2641677_bin.67	13.24	0.85	Neural Network (Specific Model)	11	0.828	50593	304.470054446461	606942	0.39	551	23	83117	None
ERR2641677_bin.69	98.42	3.19	Neural Network (Specific Model)	11	0.859	33755	311.7366293532338	3494337	0.42	3216	230	89679	None
ERR2641677_bin.71	16.34	1.34	Neural Network (Specific Model)	11	0.877	19694	259.92727272727274	829033	0.52	935	66	156765	None
ERR2641677_bin.8	4.46	0.01	Neural Network (Specific Model)	11	0.88	40169	251.14893617021278	240439	0.5	282	7	69716	None
ERR2641677_bin.9	99.95	2.83	Neural Network (Specific Model)	11	0.882	50197	324.6052303860523	2654860	0.43	2409	94	168898	None
ERR2641733_bin.1	77.65	1.12	Neural Network (Specific Model)	11	0.899	24083	338.97743638982234	2351339	0.48	2083	149	92907	None
ERR2641733_bin.12	99.93	0.44	Neural Network (Specific Model)	11	0.868	72978	325.6976401179941	2285927	0.55	2034	50	254698	None
ERR2641733_bin.14	77.48	0.75	Gradient Boost (General Model)	11	0.887	58101	328.22652757078987	1487419	0.47	1342	47	209130	None
ERR2641733_bin.2	7.33	0.18	Neural Network (Specific Model)	11	0.866	16272	289.1639784946237	371620	0.52	372	38	47153	None
ERR2641733_bin.20	21.01	0.41	Neural Network (Specific Model)	11	0.895	2321	247.5	620943	0.59	750	262	7367	None
ERR2641733_bin.21	38.31	0.0	Neural Network (Specific Model)	11	0.882	3008	266.3263473053892	906104	0.57	1002	314	9171	None
ERR2641733_bin.23	98.56	0.17	Gradient Boost (General Model)	11	0.91	205899	338.5042067307692	1853463	0.54	1664	12	391881	None
ERR2641733_bin.25	54.14	0.28	Neural Network (Specific Model)	11	0.92	36202	388.0257186081694	1670939	0.61	1322	72	93191	None
ERR2641733_bin.27	35.97	7.03	Neural Network (Specific Model)	11	0.86	6521	240.57705257705257	3230224	0.36	3861	671	34061	None
ERR2641733_bin.28	5.99	0.0	Neural Network (Specific Model)	11	0.886	21466	317.34982332155477	303216	0.38	283	24	100823	None
ERR2641733_bin.29	94.42	0.27	Neural Network (Specific Model)	11	0.915	23377	327.83853459972863	2372298	0.38	2211	154	117026	None
ERR2641733_bin.3	39.67	0.08	Neural Network (Specific Model)	11	0.918	16737	367.9759384023099	1248495	0.48	1039	113	41344	None
ERR2641733_bin.30	20.94	1.9	Neural Network (Specific Model)	11	0.947	2104	285.82213438735175	457417	0.33	506	208	7515	None
ERR2641733_bin.31	75.51	1.08	Gradient Boost (General Model)	11	0.905	6190	287.6392326732673	1538394	0.54	1616	289	32624	None
ERR2641733_bin.32	84.48	4.27	Neural Network (Specific Model)	11	0.912	59415	357.26201011378004	3713627	0.44	3164	100	154486	None
ERR2641733_bin.33	15.63	0.0	Neural Network (Specific Model)	11	0.879	94885	393.6744186046512	346361	0.6	258	6	95924	None
ERR2641733_bin.35	96.27	0.14	Neural Network (Specific Model)	11	0.837	14733	325.3210966542751	2506589	0.56	2152	246	70630	None
ERR2641733_bin.36	26.52	0.58	Neural Network (Specific Model)	11	0.938	2854	310.32381729200654	1214730	0.46	1226	440	10076	None
ERR2641733_bin.37	99.72	1.44	Neural Network (Specific Model)	11	0.885	52810	323.61184834123225	2309719	0.44	2110	70	120069	None
ERR2641733_bin.38	91.3	1.82	Gradient Boost (General Model)	11	0.9	32739	314.4736225087925	1786020	0.63	1706	78	86783	None
ERR2641733_bin.39	100.0	0.48	Gradient Boost (General Model)	11	0.886	57684	309.8963133640553	1818652	0.54	1736	46	297419	None
ERR2641733_bin.4	23.65	0.03	Neural Network (Specific Model)	11	0.928	2525	278.8697421981004	663269	0.44	737	269	6834	None
ERR2641733_bin.40	50.46	1.84	Neural Network (Specific Model)	11	0.888	3399	261.49256756756756	1304724	0.6	1480	420	13176	None
ERR2641733_bin.41	62.8	0.18	Neural Network (Specific Model)	11	0.877	118918	314.4171974522293	1348233	0.41	1256	18	200423	None
ERR2641733_bin.42	94.58	0.35	Neural Network (Specific Model)	11	0.873	42629	335.50860719874805	2206965	0.61	1917	82	217326	None
ERR2641733_bin.44	73.53	11.44	Gradient Boost (General Model)	11	0.897	4333	270.7425600573682	2518684	0.59	2789	679	21104	None
ERR2641733_bin.47	45.17	0.11	Neural Network (Specific Model)	11	0.866	59347	373.4047619047619	977458	0.57	756	28	153187	None
ERR2641733_bin.48	94.51	1.87	Gradient Boost (General Model)	11	0.904	12356	332.79619662719773	3071800	0.42	2787	376	44105	None
ERR2641733_bin.5	52.55	0.01	Neural Network (Specific Model)	11	0.903	3098	294.81409168081495	1151276	0.49	1178	385	10680	None
ERR2641733_bin.50	83.04	0.16	Neural Network (Specific Model)	11	0.918	5580	351.29865041358295	2634526	0.44	2297	577	21710	None
ERR2641733_bin.51	97.82	2.09	Neural Network (Specific Model)	11	0.908	9087	303.0470455400828	2654832	0.38	2657	395	72002	None
ERR2641733_bin.52	42.27	0.18	Neural Network (Specific Model)	11	0.829	14115	297.3710359408034	1016198	0.51	946	100	66254	None
ERR2641733_bin.53	93.75	3.4	Neural Network (Specific Model)	11	0.889	57041	319.3239938869078	2112274	0.6	1963	59	154428	None
ERR2641733_bin.55	12.66	0.17	Neural Network (Specific Model)	11	0.892	1977	232.25911458333334	597731	0.35	768	290	7676	None
ERR2641733_bin.56	6.88	0.0	Neural Network (Specific Model)	11	0.896	11461	220.7116883116883	283400	0.54	385	45	44998	None
ERR2641733_bin.58	6.98	0.0	Neural Network (Specific Model)	11	0.85	28243	244.35658914728683	221861	0.54	258	18	62085	None
ERR2641733_bin.6	23.35	0.77	Neural Network (Specific Model)	11	0.876	2881	256.65019011406844	461582	0.57	526	168	6994	None
ERR2641733_bin.60	30.32	0.0	Neural Network (Specific Model)	11	0.865	71947	379.11350293542074	671195	0.6	511	14	168072	None
ERR2641733_bin.61	59.43	0.0	Neural Network (Specific Model)	11	0.888	12782	307.7040690505549	841099	0.46	811	97	60493	None
ERR2641733_bin.62	5.33	0.03	Neural Network (Specific Model)	11	0.882	5921	240.66181818181818	223932	0.53	275	43	30437	None
ERR2641733_bin.64	97.98	0.75	Gradient Boost (General Model)	11	0.896	93627	337.8972362787077	2902920	0.44	2569	38	230466	None
ERR2641733_bin.65	11.11	0.05	Neural Network (Specific Model)	11	0.864	14206	281.4568527918782	383993	0.4	394	49	64893	None
ERR2641733_bin.7	79.64	0.69	Gradient Boost (General Model)	11	0.867	8772	305.29504373177843	1808526	0.5	1715	264	54579	None
ERR2641733_bin.70	53.61	0.28	Neural Network (Specific Model)	11	0.902	238280	351.4178240740741	1008679	0.59	864	15	287588	None
ERR2641733_bin.71	87.64	8.39	Gradient Boost (General Model)	11	0.893	5010	266.6731467081389	3447964	0.4	3858	845	31044	None
ERR2641733_bin.72	7.49	0.0	Neural Network (Specific Model)	11	0.874	38922	307.2991452991453	245965	0.49	234	13	76350	None
ERR2641733_bin.73	70.53	0.21	Neural Network (Specific Model)	11	0.9	14115	316.77327241576245	1846065	0.43	1751	183	38936	None
ERR2641733_bin.74	99.89	0.71	Neural Network (Specific Model)	11	0.874	138162	338.1591526344378	2135058	0.6	1841	29	211177	None
ERR2641733_bin.77	80.87	5.01	Neural Network (Specific Model)	11	0.869	12207	291.9237123420797	2071414	0.58	2058	248	74844	None
ERR2641733_bin.79	16.96	0.0	Neural Network (Specific Model)	11	0.912	51147	325.2721518987342	505904	0.42	474	31	99112	None
ERR2641733_bin.80	6.45	0.01	Neural Network (Specific Model)	11	0.836	77925	244.12012012012013	291351	0.46	333	13	79740	None
ERR2641733_bin.81	56.86	0.61	Neural Network (Specific Model)	11	0.891	109465	348.6225641025641	1142815	0.55	975	22	358118	None
ERR2641733_bin.83	13.14	0.0	Neural Network (Specific Model)	11	0.906	2605	242.59882583170256	409854	0.59	511	165	5819	None
ERR2641733_bin.9	86.77	5.64	Gradient Boost (General Model)	11	0.886	4057	273.09480812641084	1636373	0.6	1772	452	19681	None
SRR059458_bin.1	87.84	3.68	Neural Network (Specific Model)	11	0.946	47700	326.6145104895105	1181824	0.28	1144	44	106739	None
SRR059458_bin.10	23.05	0.0	Neural Network (Specific Model)	11	0.923	15168	307.188679245283	264069	0.34	265	22	29471	None
SRR059458_bin.11	40.73	0.04	Neural Network (Specific Model)	11	0.916	3045	286.5117493472585	717192	0.45	766	243	11158	None
SRR059458_bin.13	80.21	35.43	Neural Network (Specific Model)	11	0.889	6423	327.212774782248	2658933	0.53	2411	506	29373	None
SRR059458_bin.14	31.97	1.69	Neural Network (Specific Model)	11	0.925	3831	300.6591928251121	651739	0.54	669	187	11534	None
SRR059458_bin.18	99.15	0.36	Neural Network (Specific Model)	11	0.892	96733	320.92893772893774	1470774	0.39	1365	35	200238	None
SRR059458_bin.19	75.68	0.22	Neural Network (Specific Model)	11	0.879	12140	330.03287507471606	1880850	0.47	1673	222	43257	None
SRR059458_bin.2	23.7	0.0	Neural Network (Specific Model)	11	0.878	239484	383.8910891089109	397371	0.4	303	2	239484	None
SRR059458_bin.20	46.38	0.96	Neural Network (Specific Model)	11	0.888	20734	308.19122257053294	663534	0.37	638	44	65253	None
SRR059458_bin.21	86.25	1.84	Neural Network (Specific Model)	11	0.88	10972	335.4138915318744	1201021	0.43	1051	154	75817	None
SRR059458_bin.22	8.16	0.07	Neural Network (Specific Model)	11	0.846	6218	279.876	247900	0.42	250	49	12847	None
SRR059458_bin.24	86.26	1.48	Gradient Boost (General Model)	11	0.913	22648	333.70868713259307	1675612	0.53	1531	116	62301	None
SRR059458_bin.25	35.86	0.01	Neural Network (Specific Model)	11	0.868	132656	359.908077994429	892410	0.43	718	12	249635	None
SRR059458_bin.26	92.09	0.05	Neural Network (Specific Model)	11	0.865	142440	370.1665306122449	1570125	0.46	1225	18	294352	None
SRR059458_bin.28	34.15	14.38	Neural Network (Specific Model)	11	0.869	5298	294.59670781893004	1234350	0.52	1215	287	18685	None
SRR059458_bin.29	69.9	2.75	Gradient Boost (General Model)	11	0.91	62536	363.28173374613004	1159361	0.43	969	33	169265	None
SRR059458_bin.30	23.61	0.0	Neural Network (Specific Model)	11	0.87	107025	357.0124223602484	396042	0.42	322	3	194789	None
SRR059458_bin.33	69.82	1.14	Neural Network (Specific Model)	11	0.899	4150	295.77908343125733	1677958	0.48	1702	468	13822	None
SRR059458_bin.35	32.89	0.39	Neural Network (Specific Model)	11	0.89	16346	353.45696721311475	581022	0.39	488	46	64023	None
SRR059458_bin.5	24.89	0.0	Neural Network (Specific Model)	11	0.92	7812	292.28968253968253	239512	0.31	252	41	30053	None
SRR059458_bin.6	55.93	0.55	Neural Network (Specific Model)	11	0.876	15137	356.42135642135645	844896	0.43	693	87	33624	None
SRR059458_bin.7	99.9	0.56	Neural Network (Specific Model)	11	0.91	41822	351.25043377674956	1998228	0.56	1729	80	139103	None
SRR059458_bin.8	26.17	1.57	Neural Network (Specific Model)	11	0.897	6072	322.4314115308151	541618	0.54	503	110	17048	None
SRR059458_bin.9	89.91	5.96	Neural Network (Specific Model)	11	0.938	42325	319.97781299524564	1288158	0.27	1262	45	123619	None
SRR059459_bin.10	60.5	0.8	Neural Network (Specific Model)	11	0.876	18890	353.90989847715736	954661	0.42	788	91	70982	None
SRR059459_bin.11	88.06	1.63	Neural Network (Specific Model)	11	0.882	7328	318.5222693531283	2040646	0.39	1886	360	24966	None
SRR059459_bin.12	98.21	1.79	Gradient Boost (General Model)	11	0.911	29496	335.23048780487807	1805513	0.53	1640	93	78033	None
SRR059459_bin.13	87.95	0.0	Neural Network (Specific Model)	11	0.903	84941	330.4540853217643	1514914	0.46	1383	27	314266	None
SRR059459_bin.15	99.98	0.76	Neural Network (Specific Model)	11	0.909	48389	349.7294938917976	1980449	0.56	1719	60	103831	None
SRR059459_bin.17	37.19	0.03	Neural Network (Specific Model)	11	0.913	2895	274.05494505494505	654263	0.45	728	230	8475	None
SRR059459_bin.18	100.0	92.34	Neural Network (Specific Model)	11	0.939	51002	322.2097902097902	2494338	0.27	2431	86	147104	None
SRR059459_bin.19	22.09	0.61	Neural Network (Specific Model)	11	0.947	2121	262.8118393234672	392448	0.31	473	180	6434	None
SRR059459_bin.2	20.54	0.0	Neural Network (Specific Model)	11	0.918	71465	394.7692307692308	268133	0.44	208	6	85136	None
SRR059459_bin.20	85.57	0.83	Neural Network (Specific Model)	11	0.917	4539	300.32556332556334	1261730	0.27	1287	324	19654	None
SRR059459_bin.21	28.78	0.13	Neural Network (Specific Model)	11	0.858	100048	333.03068592057764	644534	0.41	554	16	167489	None
SRR059459_bin.22	99.78	0.37	Neural Network (Specific Model)	11	0.891	84568	318.56531204644415	1474915	0.39	1378	29	227681	None
SRR059459_bin.24	49.84	0.02	Neural Network (Specific Model)	11	0.892	18067	305.4725433526012	710154	0.37	692	52	32230	None
SRR059459_bin.25	81.49	0.23	Neural Network (Specific Model)	11	0.88	37282	342.9734345351044	1845926	0.35	1581	77	96312	None
SRR059459_bin.26	61.92	0.02	Neural Network (Specific Model)	11	0.866	145880	358.6485325697924	1732154	0.43	1397	18	446525	None
SRR059459_bin.27	36.41	20.34	Neural Network (Specific Model)	11	0.871	4778	299.1616458486407	1399942	0.52	1361	336	18060	None
SRR059459_bin.28	80.39	2.98	Neural Network (Specific Model)	11	0.876	10668	323.30609212481426	2231798	0.46	2019	286	43499	None
SRR059459_bin.3	23.62	0.0	Neural Network (Specific Model)	11	0.871	107025	357.22049689440996	396042	0.42	322	3	194789	None
SRR059459_bin.30	84.0	1.06	Neural Network (Specific Model)	11	0.88	10909	328.7550432276657	1165384	0.43	1041	162	57496	None
SRR059459_bin.5	85.13	70.48	Neural Network (Specific Model)	11	0.89	5890	325.63436123348015	3236842	0.53	2951	657	26127	None
SRR059459_bin.6	25.55	0.04	Neural Network (Specific Model)	11	0.893	14516	354.32824427480915	467292	0.38	393	44	29613	None
SRR059459_bin.7	11.8	0.0	Neural Network (Specific Model)	11	0.871	2864	264.5501519756839	299282	0.48	329	110	6677	None
SRR059459_bin.9	77.63	2.34	Neural Network (Specific Model)	11	0.922	4382	286.6050656660413	992558	0.32	1066	258	13540	None
SRR513791_bin.2	39.05	0.01	Neural Network (Specific Model)	11	0.877	20799	285.460823373174	734322	0.38	753	48	62084	None
SRR8692206_bin.1	6.8	0.0	Neural Network (Specific Model)	11	0.902	213003	282.28819444444446	269601	0.5	288	3	213003	None
SRR8692206_bin.10	9.92	0.0	Neural Network (Specific Model)	11	0.886	44499	366.37089201877933	263903	0.4	213	8	77581	None
SRR8692206_bin.12	94.6	0.64	Neural Network (Specific Model)	11	0.835	38865	302.2478357655207	4387644	0.28	4043	201	165982	None
SRR8692206_bin.13	10.43	0.03	Neural Network (Specific Model)	11	0.882	58401	305.404	259234	0.4	250	5	98055	None
SRR8692206_bin.14	54.93	0.11	Neural Network (Specific Model)	11	0.895	781933	316.446881425634	1546386	0.37	1459	5	781933	None
SRR8692206_bin.18	99.62	0.14	Neural Network (Specific Model)	11	0.899	58227	303.39855818743564	1962636	0.35	1942	44	173646	None
SRR8692206_bin.19	83.26	1.44	Neural Network (Specific Model)	11	0.894	107688	354.9836065573771	3408345	0.45	2867	46	328529	None
SRR8692206_bin.2	83.99	1.42	Neural Network (Specific Model)	11	0.898	35351	310.07151515151514	1707188	0.43	1650	75	136577	None
SRR8692206_bin.20	9.63	5.55	Neural Network (Specific Model)	11	0.959	287764	364.29457364341084	293338	0.6	258	3	287764	None
SRR8692206_bin.21	12.68	0.02	Neural Network (Specific Model)	11	0.888	197682	310.97452229299364	329526	0.39	314	5	197682	None
SRR8692206_bin.22	61.7	6.6	Neural Network (Specific Model)	11	0.853	7456	245.87831603229526	1495529	0.39	1734	243	64115	None
SRR8692206_bin.24	4.44	0.0	Neural Network (Specific Model)	11	0.84	141861	263.1834862385321	204617	0.48	218	3	141861	None
SRR8692206_bin.25	7.49	0.0	Neural Network (Specific Model)	11	0.88	57233	324.672131147541	202290	0.49	183	6	98064	None
SRR8692206_bin.27	23.4	0.07	Neural Network (Specific Model)	11	0.894	656118	324.9398496240602	1013264	0.51	931	2	656118	None
SRR8692206_bin.3	15.26	0.0	Neural Network (Specific Model)	11	0.88	475839	310.71733333333333	793776	0.49	750	5	475839	None
SRR8692206_bin.30	48.26	0.43	Neural Network (Specific Model)	11	0.91	195860	360.57879320445227	2026426	0.45	1707	15	408499	None
SRR8692206_bin.31	99.99	0.35	Neural Network (Specific Model)	11	0.882	401300	324.08527542372883	2078559	0.39	1888	10	832773	None
